"","GC=F.Adjusted"
"2651",1212.09997558594
"2652",1213.59997558594
"2653",1218.09997558594
"2654",1216.30004882812
"2655",1226.59997558594
"2656",1232.80004882812
"2657",1241.09997558594
"2658",1241.19995117188
"2659",1244.80004882812
"2660",1254.30004882812
"2661",1253.90002441406
"2662",1251.69995117188
"2663",1249
"2664",1259.59997558594
"2665",1268.40002441406
"2666",1266.59997558594
"2667",1272.59997558594
"2668",1271.80004882812
"2669",1267.80004882812
"2670",1258.30004882812
"2671",1258.19995117188
"2672",1256.40002441406
"2673",1273
"2674",1283.69995117188
"2675",1287.69995117188
"2676",1284.19995117188
"2677",1273.69995117188
"2678",1276.90002441406
"2679",1286.40002441406
"2680",1285.69995117188
"2681",1290.80004882812
"2682",1285.09997558594
"2683",1288.90002441406
"2684",1286.5
"2685",1292.5
"2686",1309.69995117188
"2687",1313.09997558594
"2688",1308.09997558594
"2689",1316.19995117188
"2690",1324.5
"2691",1339.19995117188
"2692",1333.90002441406
"2693",1345.09997558594
"2694",1346
"2695",1331
"2696",1328
"2697",1323.40002441406
"2698",1324.69995117188
"2699",1320.40002441406
"2700",1306.30004882812
"2701",1306.19995117188
"2702",1312
"2703",1290.59997558594
"2704",1293.30004882812
"2705",1306.80004882812
"2706",1297
"2707",1283.40002441406
"2708",1285.5
"2709",1281.5
"2710",1272.69995117188
"2711",1271.5
"2712",1273.69995117188
"2713",1269.90002441406
"2714",1271.59997558594
"2715",1281.80004882812
"2716",1290.59997558594
"2717",1285.80004882812
"2718",1293.30004882812
"2719",1301.5
"2720",1299.90002441406
"2721",1283
"2722",1279.90002441406
"2723",1286.90002441406
"2724",1277.40002441406
"2725",1277.69995117188
"2726",1275
"2727",1275.40002441406
"2728",1266.30004882812
"2729",1268.5
"2730",1274.09997558594
"2731",1267
"2732",1274.09997558594
"2733",1274.90002441406
"2734",1266.5
"2735",1279.40002441406
"2736",1273.69995117188
"2737",1281.59997558594
"2738",1285.59997558594
"2739",1272.40002441406
"2740",1277.30004882812
"2741",1281.5
"2742",1276.5
"2743",1277.40002441406
"2744",1295.80004882812
"2745",1274.59997558594
"2746",1281.09997558594
"2747",1291.59997558594
"2748",1286.69995117188
"2749",1293.80004882812
"2750",1294.69995117188
"2751",1282.09997558594
"2752",1273.19995117188
"2753",1278.80004882812
"2754",1274.30004882812
"2755",1261.59997558594
"2756",1262.80004882812
"2757",1249.80004882812
"2758",1245.19995117188
"2759",1243.69995117188
"2760",1238.5
"2761",1245.40002441406
"2762",1253.80004882812
"2763",1254.30004882812
"2764",1262.19995117188
"2765",1260.69995117188
"2766",1266.09997558594
"2767",1267.30004882812
"2768",1275.40002441406
"2769",1284.09997558594
"2770",1287
"2771",1294.09997558594
"2772",1306.30004882812
"2773",1313.69995117188
"2774",1316.19995117188
"2775",1319.40002441406
"2776",1320.30004882812
"2777",1318.59997558594
"2778",1311.69995117188
"2779",1317.40002441406
"2780",1320.59997558594
"2781",1333.40002441406
"2782",1335.40002441406
"2783",1338
"2784",1326
"2785",1331.90002441406
"2786",1330.90002441406
"2787",1335.69995117188
"2788",1355.90002441406
"2789",1362.40002441406
"2790",1351.59997558594
"2791",NA
"2792",1335.40002441406
"2793",1339
"2794",1344.30004882812
"2795",1333.69995117188
"2796",1333
"2797",1326.09997558594
"2798",1311.59997558594
"2799",1316.90002441406
"2800",1313.09997558594
"2801",1324.19995117188
"2802",1328.09997558594
"2803",1355.5
"2804",1352.09997558594
"2805",1353.19995117188
"2806",1328.80004882812
"2807",1330
"2808",1330.59997558594
"2809",1328.19995117188
"2810",1330.69995117188
"2811",1315.5
"2812",1315.5
"2813",1302.90002441406
"2814",1321.09997558594
"2815",1318.09997558594
"2816",1333.59997558594
"2817",1326
"2818",1319.90002441406
"2819",1322.40002441406
"2820",1319.40002441406
"2821",1325.90002441406
"2822",1324.40002441406
"2823",1316.80004882812
"2824",1311.30004882812
"2825",1316.80004882812
"2826",1311.09997558594
"2827",1320.69995117188
"2828",1326.59997558594
"2829",1349.30004882812
"2830",1354.40002441406
"2831",1341.30004882812
"2832",1324.19995117188
"2833",1322.80004882812
"2834",1342.09997558594
"2835",1332.80004882812
"2836",1335.80004882812
"2837",1324.30004882812
"2838",1331.90002441406
"2839",1336.30004882812
"2840",1342
"2841",1356.5
"2842",1338.40002441406
"2843",1344.80004882812
"2844",1347.5
"2845",1347.19995117188
"2846",1351.19995117188
"2847",1346.80004882812
"2848",1336.69995117188
"2849",1322.5
"2850",1331.40002441406
"2851",1321.19995117188
"2852",1316.30004882812
"2853",1320.30004882812
"2854",1316.19995117188
"2855",1303.80004882812
"2856",1302.59997558594
"2857",1310.69995117188
"2858",1312.69995117188
"2859",1312.19995117188
"2860",1312
"2861",1311.30004882812
"2862",1320.80004882812
"2863",1319
"2864",1316.5
"2865",1288.90002441406
"2866",1290.19995117188
"2867",1288.19995117188
"2868",1290.19995117188
"2869",1290.19995117188
"2870",1291.69995117188
"2871",1289.30004882812
"2872",1303.69995117188
"2873",1303.30004882812
"2874",1298.69995117188
"2875",1301.5
"2876",1300.09997558594
"2877",1294.80004882812
"2878",1293.09997558594
"2879",1297.5
"2880",1297.09997558594
"2881",1298.69995117188
"2882",1298.09997558594
"2883",1298.90002441406
"2884",1295.09997558594
"2885",1296.90002441406
"2886",1304
"2887",1274.59997558594
"2888",1276.19995117188
"2889",1275.59997558594
"2890",1271.19995117188
"2891",1267.19995117188
"2892",1267.40002441406
"2893",1265.59997558594
"2894",1256.59997558594
"2895",1252.80004882812
"2896",1247.80004882812
"2897",1251.30004882812
"2898",1239.80004882812
"2899",1251.59997558594
"2900",1257.30004882812
"2901",1254.30004882812
"2902",1258.09997558594
"2903",1253.80004882812
"2904",1242.80004882812
"2905",1245
"2906",1239.59997558594
"2907",1238.09997558594
"2908",1225.69995117188
"2909",1226.30004882812
"2910",1222.40002441406
"2911",1229.5
"2912",1224
"2913",1223.90002441406
"2914",1231.40002441406
"2915",1225.30004882812
"2916",1222.59997558594
"2917",1221.30004882812
"2918",1223.69995117188
"2919",1217.90002441406
"2920",1210.59997558594
"2921",1214.19995117188
"2922",1208.59997558594
"2923",1209.59997558594
"2924",1212.59997558594
"2925",1211.90002441406
"2926",1211.09997558594
"2927",1191.30004882812
"2928",1193
"2929",1177.5
"2930",1176.19995117188
"2931",1176.5
"2932",1186.80004882812
"2933",1192.59997558594
"2934",1196.30004882812
"2935",1187
"2936",1206.30004882812
"2937",1209
"2938",1207.40002441406
"2939",1204.5
"2940",1197.69995117188
"2941",1200.30004882812
"2942",1192.69995117188
"2943",1194.90002441406
"2944",1197.90002441406
"2945",1193.59997558594
"2946",1193
"2947",1195.40002441406
"2948",1204.69995117188
"2949",1202
"2950",1195
"2951",1199.69995117188
"2952",1196.80004882812
"2953",1202.19995117188
"2954",1206.19995117188
"2955",1196.19995117188
"2956",1199.30004882812
"2957",1200
"2958",1194
"2959",1182.30004882812
"2960",1191.5
"2961",1187.09997558594
"2962",1202.40002441406
"2963",1198.30004882812
"2964",1197.19995117188
"2965",1201.19995117188
"2966",1184.40002441406
"2967",1187.19995117188
"2968",1189.30004882812
"2969",1223.5
"2970",1218.09997558594
"2971",1226.40002441406
"2972",1227.30004882812
"2973",1223.69995117188
"2974",1226.5
"2975",1225.30004882812
"2976",1221.19995117188
"2977",1233.40002441406
"2978",1227.80004882812
"2979",1229.09997558594
"2980",1232.5
"2981",1224.5
"2982",1222.59997558594
"2983",1212.30004882812
"2984",1236
"2985",1230.90002441406
"2986",1229.80004882812
"2987",1223.80004882812
"2988",1226.19995117188
"2989",1222.90002441406
"2990",1206.40002441406
"2991",1201.30004882812
"2992",1199.19995117188
"2993",1207.90002441406
"2994",1212.80004882812
"2995",1220.80004882812
"2996",1223.09997558594
"2997",1219
"2998",1225.80004882812
"2999",1221
"3000",1220.19995117188
"3001",1211.19995117188
"3002",1221.40002441406
"3003",1224.09997558594
"3004",1220.19995117188
"3005",1233.90002441406
"3006",1241.09997558594
"3007",1238.09997558594
"3008",1246.80004882812
"3009",1243.69995117188
"3010",1241.90002441406
"3011",1244.40002441406
"3012",1242.69995117188
"3013",1237
"3014",1247.40002441406
"3015",1249.19995117188
"3016",1252.09997558594
"3017",1263.59997558594
"3018",1253.80004882812
"3019",1267.5
"3020",1269.19995117188
"3021",1277.30004882812
"3022",1279.90002441406
"3023",1278.30004882812
"3024",1281
"3025",1291.80004882812
"3026",1282.69995117188
"3027",1286.80004882812
"3028",1283.19995117188
"3029",1289.30004882812
"3030",1284.69995117188
"3031",1287.09997558594
"3032",1289.09997558594
"3033",1286.19995117188
"3034",1291.59997558594
"3035",1291
"3036",1281.30004882812
"3037",1282.5
"3038",1283.09997558594
"3039",1279.09997558594
"3040",1297.40002441406
"3041",1302.40002441406
"3042",1308.19995117188
"3043",1309.90002441406
"3044",1319.69995117188
"3045",1316.90002441406
"3046",1314.30004882812
"3047",1314.19995117188
"3048",1309.5
"3049",1309.40002441406
"3050",1313.69995117188
"3051",1307
"3052",1309.19995117188
"3053",1310.80004882812
"3054",1309.80004882812
"3055",1318.09997558594
"3056",1340.09997558594
"3057",1343.30004882812
"3058",1323.5
"3059",1329.19995117188
"3060",1325.90002441406
"3061",1325.09997558594
"3062",1317.69995117188
"3063",1312.80004882812
"3064",1296.40002441406
"3065",1284.80004882812
"3066",1282
"3067",1284.90002441406
"3068",1283.80004882812
"3069",1297
"3070",1288.80004882812
"3071",1296.30004882812
"3072",1307.5
"3073",1293.40002441406
"3074",1301.80004882812
"3075",1300.30004882812
"3076",1305
"3077",1300.5
"3078",1306.09997558594
"3079",1311.59997558594
"3080",1321.90002441406
"3081",1314.30004882812
"3082",1309.90002441406
"3083",1289.80004882812
"3084",1293
"3085",1288.40002441406
"3086",1290
"3087",1289.90002441406
"3088",1289
"3089",1290.40002441406
"3090",1297.09997558594
"3091",1303.5
"3092",1309.09997558594
"3093",1288.59997558594
"3094",1290.59997558594
"3095",1286.80004882812
"3096",1272.59997558594
"3097",1272.19995117188
"3098",1271.90002441406
"3099",1273.5
"3100",1269.30004882812
"3101",1275.5
"3102",1275.80004882812
"3103",1284.90002441406
"3104",1278.59997558594
"3105",1282.80004882812
"3106",1281.40002441406
"3107",1269.69995117188
"3108",1279.19995117188
"3109",1281.69995117188
"3110",1283.5
"3111",1279.40002441406
"3112",1283.5
"3113",1285.69995117188
"3114",1300.09997558594
"3115",1294.69995117188
"3116",1296.30004882812
"3117",1285
"3118",1274.5
"3119",1276.09997558594
"3120",1272
"3121",1273.59997558594
"3122",1284.80004882812
"3123",1283
"3124",1276.5
"3125",1280.59997558594
"3126",1287.09997558594
"3127",1305.80004882812
"3128",1322.69995117188
"3129",1323.40002441406
"3130",1328.30004882812
"3131",1337.59997558594
"3132",1341.19995117188
"3133",1324.69995117188
"3134",1326.40002441406
"3135",1331.90002441406
"3136",1339.19995117188
"3137",1340.09997558594
"3138",1338.69995117188
"3139",1346.59997558594
"3140",1344.59997558594
"3141",1392.90002441406
"3142",1396.19995117188
"3143",1414.30004882812
"3144",1414.90002441406
"3145",1411.59997558594
"3146",1408.40002441406
"3147",1409.69995117188
"3148",1385.59997558594
"3149",1404.59997558594
"3150",1417.69995117188
"3151",1396.69995117188
"3152",1397
"3153",1397.5
"3154",1410.09997558594
"3155",1404.30004882812
"3156",1409.90002441406
"3157",1411.40002441406
"3158",1409.19995117188
"3159",1421.30004882812
"3160",1426.09997558594
"3161",1425.09997558594
"3162",1425.30004882812
"3163",1420.09997558594
"3164",1422.80004882812
"3165",1413.90002441406
"3166",1418.5
"3167",1419.59997558594
"3168",1429.69995117188
"3169",1426.09997558594
"3170",1420.90002441406
"3171",1445.59997558594
"3172",1464.59997558594
"3173",1472.40002441406
"3174",1507.30004882812
"3175",1497.69995117188
"3176",1496.59997558594
"3177",1505.30004882812
"3178",1502.19995117188
"3179",1515.90002441406
"3180",1519.59997558594
"3181",1512.5
"3182",1500.40002441406
"3183",1504.59997558594
"3184",1504.59997558594
"3185",1497.30004882812
"3186",1526.59997558594
"3187",1526.30004882812
"3188",1541
"3189",1537.80004882812
"3190",1526.5
"3191",1519.09997558594
"3192",1545.90002441406
"3193",1550.30004882812
"3194",1515.40002441406
"3195",1506.19995117188
"3196",1502.19995117188
"3197",1490.30004882812
"3198",1494.40002441406
"3199",1498.69995117188
"3200",1490.90002441406
"3201",1503.09997558594
"3202",1505.09997558594
"3203",1507.5
"3204",1498.40002441406
"3205",1507.30004882812
"3206",1523.69995117188
"3207",1532.09997558594
"3208",1504.59997558594
"3209",1507.5
"3210",1499.09997558594
"3211",1465.69995117188
"3212",1482
"3213",1501
"3214",1507.09997558594
"3215",1506.19995117188
"3216",1497.69995117188
"3217",1497.19995117188
"3218",1506.09997558594
"3219",1494.80004882812
"3220",1482.69995117188
"3221",1491.69995117188
"3222",1477.59997558594
"3223",1488
"3224",1492.30004882812
"3225",1488.19995117188
"3226",1482.40002441406
"3227",1481.69995117188
"3228",1489.90002441406
"3229",1498.90002441406
"3230",1499.5
"3231",1490
"3232",1487
"3233",1493.19995117188
"3234",1511.40002441406
"3235",1508
"3236",1508
"3237",1480.80004882812
"3238",1490.19995117188
"3239",1464.19995117188
"3240",1461.30004882812
"3241",1455.5
"3242",1452.09997558594
"3243",1461.69995117188
"3244",1471.80004882812
"3245",1467.30004882812
"3246",1470.90002441406
"3247",1473.30004882812
"3248",1473.30004882812
"3249",1463.09997558594
"3250",1463.09997558594
"3251",1456.59997558594
"3252",1459.80004882812
"3253",1453.40002441406
"3254",1465.59997558594
"3255",1462.30004882812
"3256",1478.19995117188
"3257",1474
"3258",1476.90002441406
"3259",1459.09997558594
"3260",1459.30004882812
"3261",1462.59997558594
"3262",1469.40002441406
"3263",1466.69995117188
"3264",1475.59997558594
"3265",1475
"3266",1474.59997558594
"3267",1472.59997558594
"3268",1478.19995117188
"3269",1474.69995117188
"3270",1482.5
"3271",1499.09997558594
"3272",1509.30004882812
"3273",1513.80004882812
"3274",1514.5
"3275",1519.5
"3276",1524.5
"3277",1549.19995117188
"3278",1566.19995117188
"3279",1571.80004882812
"3280",1557.40002441406
"3281",1551.69995117188
"3282",1557.5
"3283",1548.40002441406
"3284",1542.40002441406
"3285",1552.09997558594
"3286",1549
"3287",1558.80004882812
"3288",1556.40002441406
"3289",1555.30004882812
"3290",1564.59997558594
"3291",1571.09997558594
"3292",1576.80004882812
"3293",1569.19995117188
"3294",1569.80004882812
"3295",1583.5
"3296",1582.90002441406
"3297",1577.19995117188
"3298",1550.40002441406
"3299",1557.80004882812
"3300",1565.09997558594
"3301",1568.59997558594
"3302",1574.69995117188
"3303",1565.59997558594
"3304",1567.40002441406
"3305",1575.09997558594
"3306",1582.69995117188
"3307",1600
"3308",1607.5
"3309",1616.59997558594
"3310",1644.59997558594
"3311",1672.40002441406
"3312",1646.90002441406
"3313",1640
"3314",1640
"3315",1564.09997558594
"3316",1592.30004882812
"3317",1642.09997558594
"3318",1641.09997558594
"3319",1666.40002441406
"3320",1670.80004882812
"3321",1674.5
"3322",1659.09997558594
"3323",1641.40002441406
"3324",1589.30004882812
"3325",1515.69995117188
"3326",1485.90002441406
"3327",1524.90002441406
"3328",1477.30004882812
"3329",1478.59997558594
"3330",1484
"3331",1567
"3332",1660.19995117188
"3333",1632.30004882812
"3334",1650.09997558594
"3335",1623.90002441406
"3336",1622
"3337",1583.40002441406
"3338",1578.19995117188
"3339",1625.69995117188
"3340",1633.69995117188
"3341",1677
"3342",1664.80004882812
"3343",1665.40002441406
"3344",1736.19995117188
"3345",1744.80004882812
"3346",1756.69995117188
"3347",1727.19995117188
"3348",1720.40002441406
"3349",1689.19995117188
"3350",1701.59997558594
"3351",1678.19995117188
"3352",1728.69995117188
"3353",1733.30004882812
"3354",1723.5
"3355",1711.90002441406
"3356",1710.5
"3357",1703.40002441406
"3358",1684.19995117188
"3359",1694.5
"3360",1706.90002441406
"3361",1704.40002441406
"3362",1684.19995117188
"3363",1721.80004882812
"3364",1709.90002441406
"3365",1695.30004882812
"3366",1704.40002441406
"3367",1713.90002441406
"3368",1738.09997558594
"3369",1753.40002441406
"3370",1731.80004882812
"3371",1744.19995117188
"3372",1750.59997558594
"3373",1720.5
"3374",1734.59997558594
"3375",1704.80004882812
"3376",1710.30004882812
"3377",1713.30004882812
"3378",1736.90002441406
"3379",1737.80004882812
"3380",1725.19995117188
"3381",1697.80004882812
"3382",1718.90002441406
"3383",1676.19995117188
"3384",1698.30004882812
"3385",1714.69995117188
"3386",1713.30004882812
"3387",1732
"3388",1729.30004882812
"3389",1720.30004882812
"3390",1729.59997558594
"3391",1729.19995117188
"3392",1724.80004882812
"3393",1745.90002441406
"3394",1756.69995117188
"3395",1772.09997558594
"3396",1765.80004882812
"3397",1762.09997558594
"3398",1772.5
"3399",1774.80004882812
"3400",1793
"3401",1773.19995117188
"3402",1784
"3403",1788.5
"3404",1804.19995117188
"3405",1815.5
"3406",1799.19995117188
"3407",1798.19995117188
"3408",1811
"3409",1810.59997558594
"3410",1811.40002441406
"3411",1798.69995117188
"3412",1808.30004882812
"3413",1815.90002441406
"3414",1842.40002441406
"3415",1864.09997558594
"3416",1889.09997558594
"3417",1897.30004882812
"3418",1931
"3419",1944.69995117188
"3420",1953.5
"3421",1942.30004882812
"3422",1962.80004882812
"3423",1966
"3424",2001.19995117188
"3425",2031.09997558594
"3426",2051.5
"3427",2010.09997558594
"3428",2024.40002441406
"3429",1932.59997558594
"3430",1934.90002441406
"3431",1956.69995117188
"3432",1937
"3433",1985
"3434",1999.40002441406
"3435",1958.69995117188
"3436",1933.80004882812
"3437",1934.59997558594
"3438",1927.69995117188
"3439",1911.80004882812
"3440",1940.69995117188
"3441",1921.59997558594
"3442",1964.59997558594
"3443",1967.59997558594
"3444",1968.19995117188
"3445",1934.40002441406
"3446",1927.59997558594
"3447",1923.90002441406
"3448",1933
"3449",1944.69995117188
"3450",1954.19995117188
"3451",1937.80004882812
"3452",1953.09997558594
"3453",1956.30004882812
"3454",1960.19995117188
"3455",1940
"3456",1952.09997558594
"3457",1901.19995117188
"3458",1898.59997558594
"3459",1859.90002441406
"3460",1868.30004882812
"3461",1857.69995117188
"3462",1872.80004882812
"3463",1894.30004882812
"3464",1887.5
"3465",1908.40002441406
"3466",1900.19995117188
"3467",1912.5
"3468",1901.09997558594
"3469",1883.59997558594
"3470",1888.59997558594
"3471",1919.5
"3472",1922.5
"3473",1888.5
"3474",1901.30004882812
"3475",1903.19995117188
"3476",1900.80004882812
"3477",1906.40002441406
"3478",1910.40002441406
"3479",1924.59997558594
"3480",1901.09997558594
"3481",1902
"3482",1902.69995117188
"3483",1908.80004882812
"3484",1876.19995117188
"3485",1865.59997558594
"3486",1877.40002441406
"3487",1890.40002441406
"3488",1908.5
"3489",1894.59997558594
"3490",1945.30004882812
"3491",1950.30004882812
"3492",1853.19995117188
"3493",1875.40002441406
"3494",1860.69995117188
"3495",1872.59997558594
"3496",1885.69995117188
"3497",1887.30004882812
"3498",1884.5
"3499",1873.5
"3500",1861.09997558594
"3501",1872.59997558594
"3502",1837.80004882812
"3503",1804.80004882812
"3504",1805.69995117188
"3505",1781.90002441406
"3506",1775.69995117188
"3507",1814.09997558594
"3508",1825.69995117188
"3509",1836.80004882812
"3510",1835.90002441406
"3511",1861.80004882812
"3512",1870.80004882812
"3513",1834.59997558594
"3514",1833.59997558594
"3515",1839.80004882812
"3516",1828.69995117188
"3517",1852.30004882812
"3518",1856.09997558594
"3519",1887.19995117188
"3520",1885.69995117188
"3521",1879.19995117188
"3522",1866.59997558594
"3523",1874.69995117188
"3524",1879.90002441406
"3525",1877.19995117188
"3526",1879.69995117188
"3527",1891
"3528",1893.09997558594
"3529",1944.69995117188
"3530",1952.69995117188
"3531",1906.90002441406
"3532",1912.30004882812
"3533",1834.09997558594
"3534",1849.59997558594
"3535",1842.90002441406
"3536",1853.59997558594
"3537",1850.30004882812
"3538",1829.30004882812
"3539",1839.5
"3540",1865.90002441406
"3541",1865.30004882812
"3542",1855.69995117188
"3543",1854.90002441406
"3544",1850.69995117188
"3545",1844.90002441406
"3546",1837.90002441406
"3547",1847.30004882812
"3548",1860.80004882812
"3549",1830.5
"3550",1832.19995117188
"3551",1788.90002441406
"3552",1810.90002441406
"3553",1831.90002441406
"3554",1835.30004882812
"3555",1840.59997558594
"3556",1824.90002441406
"3557",1821.59997558594
"3558",1797.19995117188
"3559",1771.09997558594
"3560",1773.40002441406
"3561",1775.80004882812
"3562",1806.69995117188
"3563",1804.40002441406
"3564",1796.40002441406
"3565",1774.40002441406
"3566",1728.09997558594
"3567",1722.5
"3568",1733.09997558594
"3569",1715.30004882812
"3570",1700.19995117188
"3571",1698
"3572",1677.69995117188
"3573",1716.59997558594
"3574",1721.5
"3575",1722.30004882812
"3576",1719.5
"3577",1728.90002441406
"3578",1730.59997558594
"3579",1726.80004882812
"3580",1732.19995117188
"3581",1741.40002441406
"3582",1737.80004882812
"3583",1724.69995117188
"3584",1732.90002441406
"3585",1724.90002441406
"3586",1732.19995117188
"3587",1712.09997558594
"3588",1683.90002441406
"3589",1713.80004882812
"3590",1726.5
"3591",1727
"3592",1741.5
"3593",1740.09997558594
"3594",1756.80004882812
"3595",1743.30004882812
"3596",1731.19995117188
"3597",1746.19995117188
"3598",1734.90002441406
"3599",1765.40002441406
"3600",1779
"3601",1769.40002441406
"3602",1777.30004882812
"3603",1792.30004882812
"3604",1781.19995117188
"3605",1777
"3606",1779.19995117188
"3607",1778
"3608",1773.19995117188
"3609",1768.09997558594
"3610",1767.30004882812
"3611",1791.40002441406
"3612",1775.80004882812
"3613",1784.09997558594
"3614",1815.5
"3615",1831.09997558594
"3616",1837.5
"3617",1835.90002441406
"3618",1822.59997558594
"3619",1823.80004882812
"3620",1837.90002441406
"3621",1867.5
"3622",1867.80004882812
"3623",1881.30004882812
"3624",1881.80004882812
"3625",1876.69995117188
"3626",1884.59997558594
"3627",1898.09997558594
"3628",1901.30004882812
"3629",1895.69995117188
"3630",1902.5
"3631",1902.90002441406
"3632",1907.5
"3633",1871.19995117188
"3634",1889.80004882812
"3635",1896.80004882812
"3636",1892.19995117188
"3637",1893.19995117188
"3638",1894.19995117188
"3639",1877.40002441406
"3640",1864
"3641",1854.5
"3642",1859.5
"3643",1773.80004882812
"3644",1767.90002441406
"3645",1781.80004882812
"3646",1776.30004882812
"3647",1782.30004882812
"3648",1775.59997558594
"3649",1776.59997558594
"3650",1779.59997558594
"3651",1762.80004882812
"3652",1770.80004882812
"3653",1775.90002441406
"3654",1782.59997558594
"3655",1793.5
"3656",1801.5
"3657",1799.59997558594
"3658",1810
"3659",1805.5
"3660",1809.40002441406
"3661",1824.30004882812
"3662",1828.40002441406
"3663",1814.5
"3664",1808.69995117188
"3665",1810.90002441406
"3666",1802.90002441406
"3667",1805
"3668",1801.40002441406
"3669",1798.69995117188
"3670",1799.5
"3671",1799.5
"3672",1831.19995117188
"3673",1812.59997558594
"3674",1818.09997558594
"3675",1810.09997558594
"3676",1810.5
"3677",1805.09997558594
"3678",1760
"3679",1723.40002441406
"3680",1728.80004882812
"3681",1750.40002441406
"3682",1749
"3683",1775.19995117188
"3684",1786.90002441406
"3685",1785
"3686",1781.59997558594
"3687",1780.19995117188
"3688",1781
"3689",1803.19995117188
"3690",1805.59997558594
"3691",1788.19995117188
"3692",1792.19995117188
"3693",1816.59997558594
"3694",1809
"3695",1815
"3696",1813.09997558594
"3697",1808.69995117188
"3698",1830.90002441406
"3699",1795.90002441406
"3700",1790.69995117188
"3701",1797.40002441406
"3702",1789.59997558594
"3703",1792
"3704",1804.69995117188
"3705",1792.40002441406
"3706",1754.59997558594
"3707",1749.40002441406
"3708",1761.80004882812
"3709",1776
"3710",1776.69995117188
"3711",1747.69995117188
"3712",1749.69995117188
"3713",1750
"3714",1735.80004882812
"3715",1721.5
"3716",1755.30004882812
"3717",1757
"3718",1766.19995117188
"3719",1759.59997558594
"3720",1760.5
"3721",1757.90002441406
"3722",1756.30004882812
"3723",1754.59997558594
"3724",1758.30004882812
"3725",1793.69995117188
"3726",1796.69995117188
"3727",1767.19995117188
"3728",1764.80004882812
"3729",1769.69995117188
"3730",1784.09997558594
"3731",1781.19995117188
"3732",1795.5
"3733",1806
"3734",1792.69995117188
"3735",1797.90002441406
"3736",1801.59997558594
"3737",1783
"3738",1795.09997558594
"3739",1788.69995117188
"3740",1763.59997558594
"3741",1793
"3742",1816.40002441406
"3743",1827.40002441406
"3744",1830.19995117188
"3745",1847.59997558594
"3746",1863.19995117188
"3747",1867.90002441406
"3748",1866.09997558594
"3749",1853.59997558594
"3750",1869.69995117188
"3751",1861
"3752",1851.19995117188
"3753",1806
"3754",1783.5
"3755",1784.09997558594
"3756",1785.30004882812
"3757",1782.30004882812
"3758",1773.59997558594
"3759",1781.59997558594
"3760",1760.69995117188
"3761",1782
"3762",1777.5
"3763",1782.59997558594
"3764",1783.40002441406
"3765",1774.59997558594
"3766",1782.90002441406
"3767",1786.30004882812
"3768",1770.40002441406
"3769",1762.59997558594
"3770",1796.59997558594
"3771",1803.80004882812
"3772",1793.69995117188
"3773",1787.90002441406
"3774",1801.59997558594
"3775",1811.19995117188
"3776",1808.09997558594
"3777",1810.19995117188
"3778",1805.09997558594
"3779",1812.69995117188
"3780",1827.5
"3781",1799.40002441406
"3782",1814
"3783",1824.59997558594
"3784",1788.69995117188
"3785",1797
"3786",1798.40002441406
"3787",1818.59997558594
"3788",1827.19995117188
"3789",1821.19995117188
"3790",1816.5
"3791",1812.30004882812
"3792",1843.09997558594
"3793",1842.5
"3794",1831.80004882812
"3795",1841.69995117188
"3796",1852.69995117188
"3797",1829.90002441406
"3798",1793.30004882812
"3799",1784.90002441406
"3800",1795
"3801",1800.30004882812
"3802",1809.19995117188
"3803",1803
"3804",1806.59997558594
"3805",1820.59997558594
"3806",1826.59997558594
"3807",1835.19995117188
"3808",1836.19995117188
"3809",1840.80004882812
"3810",1868
"3811",1854.80004882812
"3812",1870.19995117188
"3813",1900.69995117188
"3814",1898.59997558594
"3815",1906.09997558594
"3816",1909.19995117188
"3817",1925.09997558594
"3818",1886.5
"3819",1899.40002441406
"3820",1942.40002441406
"3821",1920.90002441406
"3822",1934.40002441406
"3823",1965.09997558594
"3824",1993.90002441406
"3825",2040.09997558594
"3826",1985.90002441406
"3827",1998.09997558594
"3828",1982.69995117188
"3829",1959.59997558594
"3830",1928.5
"3831",1908
"3832",1942.09997558594
"3833",1928.19995117188
"3834",1928.59997558594
"3835",1920.69995117188
"3836",1936.59997558594
"3837",1961.59997558594
"3838",1953.80004882812
"3839",1939.59997558594
"3840",1912
"3841",1933.5
"3842",1949.19995117188
"3843",1919.09997558594
"3844",1929.19995117188
"3845",1922.90002441406
"3846",1918.40002441406
"3847",1933.80004882812
"3848",1941.59997558594
"3849",1944.30004882812
"3850",1972.09997558594
"3851",1981
"3852",1970.90002441406
"3853",1982.90002441406
"3854",1955.69995117188
"3855",1952.30004882812
"3856",1944.90002441406
"3857",1931
"3858",1893.19995117188
"3859",1901.40002441406
"3860",1885.90002441406
"3861",1888.69995117188
"3862",1909.30004882812
"3863",1861.80004882812
"3864",1868.80004882812
"3865",1867
"3866",1874
"3867",1881.19995117188
"3868",1857.09997558594
"3869",1839.90002441406
"3870",1852.59997558594
"3871",1823.80004882812
"3872",1807.40002441406
"3873",1813.5
"3874",1818.19995117188
"3875",1815.90002441406
"3876",1841.19995117188
"3877",1841.80004882812
"3878",1847.80004882812
"3879",1865.09997558594
"3880",1846.19995117188
"3881",1847.40002441406
"3882",1851.30004882812
"3883",1842.69995117188
"3884",1843.30004882812
"3885",1866.5
"3886",1845.40002441406
"3887",1839.19995117188
"3888",1847.5
"3889",1851.90002441406
"3890",1848.80004882812
"3891",1871.5
